,Tubelabel_species,X,Date_Extracted,Raw_ng_ul,Date_Enriched,Microbe_Location,Month_year,colony,CollectionDate,Species,Health_status,Sample_physical_location,Extraction_physical_location,immune_y.n,Condition,Date_16S,Date_ITS2,Seq_run,Transect
250,082024_BEL_CBC_T1_1481_PSTR,195,1_14_2025,45.8,,,082024,1_12,8/22/24,PSTR,Healthy,UML_NARWHAL_R5_B27,UML_NARWHAL_R2_B15,y,Healthy,8_22_2025,12_10_2025,2,CBC30N
9,012024_BEL_CBC_T2_591_PAST,9,2_17_2025,29.4,,,012024,2_68,1/12/24,PAST,Healthy,UML_NARWHAL_R5_B18,UML_NARWHAL_R2_B16,y,Healthy,8_22_2025,12_15_2025,2,SR30N
55,022024_BEL_CBC_T3_847_PAST,55,11_26_2024,54,,,022024,3_10,2/24/24,PAST,Healthy,UML_NARWHAL_R5_B23,UML_NARWHAL_R2_B13,y,Healthy,8_22_2025,12_15_2025,2,Lagoon
136,052022_BEL_CBC_T2_12_MCAV,114,8_12_2024,0.902,10_6_2024,UML_NARWHAL_R6_B30,052022,2_55,5/22/22,MCAV,Healthy,UML_NARWHAL_R1_B8,UML_NARWHAL_R2_B26,y,Healthy,8_22_2025,12_15_2025,2,SR30N
2,012024_BEL_CBC_T1_559_MCAV,2,2_17_2025,14.8,,,012024,1_24,1/10/24,MCAV,Healthy,UML_NARWHAL_R5_B18,UML_NARWHAL_R2_B16,y,Healthy,8_22_2025,12_15_2025,2,CBC30N
374,112023_BEL_CBC_T4_397_PSTR,298,11_15_2024,11.9,,,112023,4_98,11/13/23,PSTR,Bleached_Tissue,UML_NARWHAL_R5_B19,UML_NARWHAL_R2_B12,y,CLB,8_22_2025,12_15_2025,2,Curlew
72,042024_BEL_CBC_T1_928_OANN,71,12_2_2024,14.9,,,042024,1_25,4/25/24,OANN,Healthy,UML_NARWHAL_R5_B24,UML_NARWHAL_R2_B14,y,Healthy,8_22_2025,12_15_2025,2,CBC30N
392,122022_BEL_CBC_T1_156_SSID,308,12_2_2024,5.33,,,122022,1_3,12/2/22,SSID,Healthy,UML_NARWHAL_R1_B4,UML_NARWHAL_R2_B14,y,Healthy,8_26_2025,12_15_2025,2,CBC30N
32,012024_BEL_CBC_T4_669_MCAV,32,2_20_2025,30.8,,,012024,4_30,1/9/24,MCAV,Healthy,UML_NARWHAL_R5_B18,UML_NARWHAL_R2_B16,y,Healthy,8_26_2025,12_15_2025,2,Curlew
30,012024_BEL_CBC_T4_665_MCAV,30,2_20_2025,16.3,,,012024,4_76,1/9/24,MCAV,Healthy,UML_NARWHAL_R5_B18,UML_NARWHAL_R2_B16,y,Healthy,8_26_2025,12_15_2025,2,Curlew
137,052022_BEL_CBC_T2_3_SSID,115,1_13_2025,12.1,,,052022,2_72,5/22/22,SSID,Healthy,UML_NARWHAL_R1_B8,UML_NARWHAL_R2_B15,y,CLB,8_26_2025,12_15_2025,2,SR30N
367,112023_BEL_CBC_T3_354_PSTR,291,11_15_2024,2.34,,,112023,3_20,11/13/23,PSTR,Bleached_Tissue,UML_NARWHAL_R5_B19,UML_NARWHAL_R2_B12,y,CLP,8_26_2025,12_15_2025,2,Lagoon
268,082024_BEL_CBC_T3_1557_PAST,213,1_15_2025,4.42,,,082024,3_10,8/24/24,PAST,Healthy,UML_NARWHAL_R5_B27,UML_NARWHAL_R2_B15,y,Healthy,8_26_2025,12_15_2025,2,Lagoon
409,122022_BEL_CBC_T2_92_MCAV,316,8_12_2024,0.166,10_6_2024,UML_NARWHAL_R6_B30,122022,2_69,12/4/22,MCAV,Healthy,UML_NARWHAL_R1_B4,UML_NARWHAL_R2_B26,y,Healthy,8_26_2025,12_15_2025,2,SR30N
187,062019_BEL_CBC_T2_21_PAST,142,9_16_2024,0.841,11_6_2024,UML_NARWHAL_R6_B27,062019,2_57,6/25/19,PAST,Healthy,UML_NARWHAL_R1_B1,"UML_NARWHAL_R2_B34, UML_NARWHAL_R2_B32, UML_NARWHAL_R2_B35",y,Healthy,8_26_2025,12_15_2025,2,SR30N
101,042024_BEL_CBC_T3_955_OFAV,93,12_3_2024,155,,,042024,3_38,4/25/24,OFAV,Healthy,UML_NARWHAL_R5_B24,UML_NARWHAL_R2_B14,y,Healthy,8_28_2025,12_15_2025,2,Lagoon
388,122022_BEL_CBC_T1_150_PAST,305,8_19_2024,5.72,9_28_2024,UML_NARWHAL_R6_B30,122022,1_21,12/2/22,PAST,Healthy,UML_NARWHAL_R1_B4,"UML_NARWHAL_R2_B29, UML_NARWHAL_R2_B34",y,Healthy,8_28_2025,12_15_2025,2,CBC30N
358,112023_BEL_CBC_T2_313_SSID,282,11_13_2024,43.4,,,112023,2_72,11/14/23,SSID,Bleached_Tissue,UML_NARWHAL_R5_B19,UML_NARWHAL_R2_B12,y,"CLP,CLB",8_28_2025,12_16_2025,2,SR30N
300,092023_BEL_CBC_T2_179_SSID,241,11_8_2024,10,,,092023,2_99,9/26/23,SSID,Bleached_Tissue,UML_NARWHAL_R1_B10,UML_NARWHAL_R2_B12,y,CLP,8_28_2025,12_16_2025,2,SR30N
107,042024_BEL_CBC_T4_1042_OFAV,98,12_3_2024,77.8,,,042024,4_78,4/26/24,OFAV,Healthy,UML_NARWHAL_R5_B24,UML_NARWHAL_R2_B14,y,Healthy,8_28_2025,12_16_2025,2,Curlew
366,112023_BEL_CBC_T3_353_MCAV,290,11_15_2024,10.6,,,112023,3_14,11/13/23,MCAV,Bleached_Tissue,UML_NARWHAL_R5_B19,UML_NARWHAL_R2_B12,y,CLP,8_28_2025,12_16_2025,2,Lagoon
333,092023_BEL_CBC_T4_96_MCAV,264,11_12_2024,16.5,,,092023,4_30,9/26/23,MCAV,Healthy,UML_NARWHAL_R1_B11,UML_NARWHAL_R2_B12,y,Healthy,8_28_2025,12_16_2025,2,Curlew
206,062019_BEL_CBC_T3_5_SSID,152,12_3_2024,30.6,,,062019,3_5,6/23/19,SSID,Healthy,UML_NARWHAL_R1_B1,UML_NARWHAL_R2_B14,y,Healthy,8_28_2025,12_16_2025,2,Lagoon
372,112023_BEL_CBC_T3_359_PAST,296,11_15_2024,1.98,,,112023,3_34,11/13/23,PAST,Bleached_Tissue,UML_NARWHAL_R5_B19,UML_NARWHAL_R2_B12,y,CLP,8_28_2025,12_16_2025,2,Lagoon
106,042024_BEL_CBC_T4_1041_MCAV,97,12_3_2024,53.4,,,042024,4_30,4/26/24,MCAV,Healthy,UML_NARWHAL_R5_B24,UML_NARWHAL_R2_B14,y,Healthy,8_28_2025,12_16_2025,2,Curlew
141,052022_BEL_CBC_T2_5_PAST,117,9_11_2024,48.1,10_6_2024,UML_NARWHAL_R6_B30,052022,2_68,5/22/22,PAST,Healthy,UML_NARWHAL_R1_B8,UML_NARWHAL_R2_B29,y,Healthy,8_28_2025,12_16_2025,2,SR30N
213,062024_BEL_CBC_T1_1350_PSTR,158,12_4_2024,18.7,,,062024,1_12,6/21/24,PSTR,Healthy,UML_NARWHAL_R5_B26,UML_NARWHAL_R2_B15,y,Healthy,8_28_2025,12_16_2025,2,CBC30N
264,082024_BEL_CBC_T3_1553_MCAV,209,1_15_2025,89.8,,,082024,3_2,8/24/24,MCAV,Healthy,UML_NARWHAL_R5_B27,UML_NARWHAL_R2_B15,y,Diseased_Other,8_28_2025,12_16_2025,2,Lagoon
431,122022_BEL_CBC_T3_151_PSTR,332,7_12_2024,10.8,8_6_2024,UML_NARWHAL_R6_B27,122022,3_70,12/3/22,PSTR,Healthy,UML_NARWHAL_R1_B5,UML_NARWHAL_R2_B26,y,Healthy,8_28_2025,12_16_2025,2,Lagoon
87,042024_BEL_CBC_T2_1034_SSID,82,9_9_2024,26,,,042024,2_99,4/26/24,SSID,Diseased_Tissue,UML_NARWHAL_R5_B24,UML_NARWHAL_R2_B11,y,Diseased,8_28_2025,12_16_2025,2,SR30N
454,122023_BEL_CBC_T2_512_OFAV,345,11_18_2024,28.4,,,122023,2_76,12/15/23,OFAV,Healthy,UML_NARWHAL_R5_B19,UML_NARWHAL_R2_B13,y,Healthy,9_10_2025,12_16_2025,2,SR30N
480,122023_BEL_CBC_T4_537_PSTR,371,11_19_2024,5.22,,,122023,4_79,12/16/23,PSTR,Bleached_Tissue,UML_NARWHAL_R5_B19,UML_NARWHAL_R2_B13,y,CLP,9_10_2025,12_16_2025,2,Curlew
237,062024_BEL_CBC_T3_1436_MCAV,182,12_5_2024,64.4,,,062024,3_21,6/20/24,MCAV,Healthy,UML_NARWHAL_R5_B26,UML_NARWHAL_R2_B15,y,Healthy,9_10_2025,12_16_2025,2,Lagoon
52,022024_BEL_CBC_T3_844_OFAV,52,11_26_2024,110,,,022024,3_38,2/24/24,OFAV,Healthy,UML_NARWHAL_R5_B23,UML_NARWHAL_R2_B13,y,Healthy,9_10_2025,12_17_2025,2,Lagoon
466,122023_BEL_CBC_T3_523_MCAV,357,11_19_2024,33,,,122023,3_2,12/16/23,MCAV,Bleached_Tissue,UML_NARWHAL_R5_B19,UML_NARWHAL_R2_B13,y,CLP,9_10_2025,12_17_2025,2,Lagoon
414,122022_BEL_CBC_T3_116_PAST,320,9_11_2024,30.9,10_6_2024,UML_NARWHAL_R6_B30,122022,3_6,12/3/22,PAST,Healthy,UML_NARWHAL_R1_B5,UML_NARWHAL_R2_B29,y,Healthy,9_10_2025,12_17_2025,2,Lagoon
66,022024_BEL_CBC_T4_873_MCAV,66,11_26_2024,81.4,,,022024,4_76,2/24/24,MCAV,Healthy,UML_NARWHAL_R5_B23,UML_NARWHAL_R2_B13,y,Healthy,9_10_2025,12_17_2025,2,Curlew
448,122023_BEL_CBC_T1_506_PAST,339,11_18_2024,3.44,,,122023,1_2,12/16/23,PAST,Bleached_Tissue,UML_NARWHAL_R5_B19,UML_NARWHAL_R2_B13,y,CLB,9_10_2025,12_17_2025,2,CBC30N
351,112023_BEL_CBC_T2_306_MCAV,275,11_13_2024,32.8,,,112023,2_69,11/14/23,MCAV,Bleached_Tissue,UML_NARWHAL_R5_B19,UML_NARWHAL_R2_B12,y,CLP,9_10_2025,12_17_2025,2,SR30N
109,042024_BEL_CBC_T4_1045_MCAV,100,12_3_2024,70.5,,,042024,4_76,4/26/24,MCAV,Healthy,UML_NARWHAL_R5_B24,UML_NARWHAL_R2_B14,y,Healthy,9_10_2025,12_17_2025,2,Curlew
40,022024_BEL_CBC_T2_806_SSID,40,11_4_2024,2.46,,,022024,2_72,2/22/24,SSID,Diseased_Margin,UML_NARWHAL_R5_B23,UML_NARWHAL_R2_B11,y,Diseased,9_10_2025,12_17_2025,2,SR30N
298,092023_BEL_CBC_T2_175_PAST,239,11_8_2024,31.6,,,092023,2_68,9/26/23,PAST,Healthy,UML_NARWHAL_R1_B10,UML_NARWHAL_R2_B12,y,Healthy,9_10_2025,12_17_2025,2,SR30N
44,022024_BEL_CBC_T2_810_SSID,44,11_22_2024,81.2,,,022024,2_99,2/22/24,SSID,Bleached_Tissue,UML_NARWHAL_R5_B23,UML_NARWHAL_R2_B13,y,CLP,9_10_2025,12_17_2025,2,SR30N
332,092023_BEL_CBC_T4_95_OFAV,263,11_12_2024,79.6,,,092023,4_78,9/26/23,OFAV,Bleached_Tissue,UML_NARWHAL_R1_B11,UML_NARWHAL_R2_B12,y,CLP,9_10_2025,12_17_2025,2,Curlew
375,112023_BEL_CBC_T4_398_PSTR,299,11_15_2024,3.08,,,112023,4_79,11/13/23,PSTR,Bleached_Tissue,UML_NARWHAL_R5_B19,UML_NARWHAL_R2_B12,y,CLP,9_10_2025,12_17_2025,2,Curlew
393,122022_BEL_CBC_T1_158_PAST,309,8_19_2024,2.53,9_28_2024,UML_NARWHAL_R6_B30,122022,1_2,12/2/22,PAST,Healthy,UML_NARWHAL_R1_B4,"UML_NARWHAL_R2_B29, UML_NARWHAL_R2_B34",y,Healthy,10_14_2025,12_17_2025,2,CBC30N
476,122023_BEL_CBC_T3_533_OFAV,367,11_19_2024,51.2,,,122023,3_39,12/16/23,OFAV,Healthy,UML_NARWHAL_R5_B19,UML_NARWHAL_R2_B13,y,Healthy,10_14_2025,12_17_2025,2,Lagoon
62,022024_BEL_CBC_T3_854_PAST,62,11_26_2024,36,,,022024,3_34,2/24/24,PAST,Healthy,UML_NARWHAL_R5_B23,UML_NARWHAL_R2_B13,y,Healthy,10_14_2025,12_17_2025,2,Lagoon
258,082024_BEL_CBC_T2_1512_PAST,203,1_14_2025,57.6,,,082024,2_63,8/23/24,PAST,Healthy,UML_NARWHAL_R5_B27,UML_NARWHAL_R2_B15,y,Healthy,10_14_2025,12_18_2025,2,SR30N
191,062019_BEL_CBC_T2_23_MCAV,144,12_2_2024,3.33,,,062019,2_55,6/25/19,MCAV,Healthy,UML_NARWHAL_R1_B1,UML_NARWHAL_R2_B33,y,Healthy,10_14_2025,12_18_2025,2,SR30N
452,122023_BEL_CBC_T1_510_PSTR,343,11_18_2024,57.8,,,122023,1_12,12/16/23,PSTR,Healthy,UML_NARWHAL_R5_B19,UML_NARWHAL_R2_B13,y,Healthy,10_14_2025,12_18_2025,2,CBC30N
49,022024_BEL_CBC_T2_815_OFAV,49,11_22_2024,60.2,,,022024,2_79,2/22/24,OFAV,Healthy,UML_NARWHAL_R5_B23,UML_NARWHAL_R2_B13,y,Healthy,10_14_2025,12_18_2025,2,SR30N
233,062024_BEL_CBC_T3_1424_PAST,178,12_5_2024,5.1,,,062024,3_10,6/20/24,PAST,Healthy,UML_NARWHAL_R5_B26,UML_NARWHAL_R2_B15,y,Healthy,10_14_2025,12_18_2025,2,Lagoon
350,112023_BEL_CBC_T2_305_PAST,274,11_13_2024,9.24,,,112023,2_68,11/14/23,PAST,Healthy,UML_NARWHAL_R5_B19,UML_NARWHAL_R2_B12,y,Healthy,10_14_2025,12_18_2025,2,SR30N
43,022024_BEL_CBC_T2_809_MCAV,43,11_22_2024,52.6,,,022024,2_69,2/22/24,MCAV,Healthy,UML_NARWHAL_R5_B23,UML_NARWHAL_R2_B13,y,Healthy,10_14_2025,12_18_2025,2,SR30N
95,042024_BEL_CBC_T3_944_SSID,87,12_3_2024,64.6,,,042024,3_33,4/25/24,SSID,Healthy,UML_NARWHAL_R5_B24,UML_NARWHAL_R2_B14,y,DC,10_14_2025,12_18_2025,2,Lagoon
472,122023_BEL_CBC_T3_529_MCAV,363,11_19_2024,34.8,,,122023,3_14,12/16/23,MCAV,Healthy,UML_NARWHAL_R5_B19,UML_NARWHAL_R2_B13,y,Healthy,10_14_2025,12_18_2025,2,Lagoon
478,122023_BEL_CBC_T4_535_MCAV,369,11_19_2024,22.6,,,122023,4_28,12/16/23,MCAV,Healthy,UML_NARWHAL_R5_B19,UML_NARWHAL_R2_B13,y,Healthy,10_14_2025,12_18_2025,2,Curlew
84,042024_BEL_CBC_T2_1027_PAST,80,12_2_2024,14.7,,,042024,2_68,4/26/24,PAST,Healthy,UML_NARWHAL_R5_B24,UML_NARWHAL_R2_B14,y,Healthy,10_14_2025,12_18_2025,2,SR30N
112,052022_BEL_CBC_T1_1_PAST,103,2022,39.8,11_5_2024,UML_NARWHAL_R6_B27,052022,1_2,5/21/22,PAST,Healthy,UML_NARWHAL_R1_B3,"UML_NARWHAL_R2_B32,  UML_NARWHAL_R2_B35",y,Healthy,10_14_2025,12_18_2025,2,CBC30N
284,092023_BEL_CBC_T1_173_SSID,229,11_8_2024,19.9,,,092023,1_3,9/25/23,SSID,Healthy,UML_NARWHAL_R1_B10,UML_NARWHAL_R2_B12,y,Diseased,10_14_2025,12_18_2025,2,CBC30N
45,022024_BEL_CBC_T2_811_PAST,45,11_22_2024,13.5,,,022024,2_63,2/22/24,PAST,Healthy,UML_NARWHAL_R5_B23,UML_NARWHAL_R2_B13,y,Healthy,12_3_2025,12_18_2025,2,SR30N
267,082024_BEL_CBC_T3_1556_OFAV,212,1_15_2025,110,,,082024,3_66,8/24/24,OFAV,Healthy,UML_NARWHAL_R5_B27,UML_NARWHAL_R2_B15,y,Healthy,12_3_2025,12_18_2025,2,Lagoon
312,092023_BEL_CBC_T3_175_MCAV,250,11_12_2024,22,,,092023,3_14,9/25/23,MCAV,Healthy,UML_NARWHAL_R1_B11,UML_NARWHAL_R2_B12,y,Healthy,12_3_2025,12_18_2025,2,Lagoon
47,022024_BEL_CBC_T2_813_MCAV,47,11_22_2024,69,,,022024,2_55,2/22/24,MCAV,Healthy,UML_NARWHAL_R5_B23,UML_NARWHAL_R2_B13,y,Healthy,12_3_2025,12_19_2025,2,SR30N
257,082024_BEL_CBC_T2_1511_SSID,202,1_14_2025,96.2,,,082024,2_99,8/23/24,SSID,Bleached_Tissue,UML_NARWHAL_R5_B27,UML_NARWHAL_R2_B15,y,CLP,12_3_2025,12_19_2025,2,SR30N
13,012024_BEL_CBC_T2_599_MCAV,13,2_17_2025,21.8,,,012024,2_60,1/12/24,MCAV,Healthy,UML_NARWHAL_R5_B18,UML_NARWHAL_R2_B16,y,Healthy,12_3_2025,12_19_2025,2,SR30N
471,122023_BEL_CBC_T3_528_PAST,362,11_19_2024,3.06,,,122023,3_10,12/16/23,PAST,Bleached_Tissue,UML_NARWHAL_R5_B19,UML_NARWHAL_R2_B13,y,CLB,12_3_2025,12_19_2025,2,Lagoon
150,052022_BEL_CBC_T3_1_MCAV,121,6_15_2022,6,11_5_2024,all_sent_for_sequencing,052022,3_2,5/20/22,MCAV,Healthy,Depleted_UML_NARWHAL_R1_B3,"UML_NARWHAL_R2_B32, UML_NARWHAL_R2_B35, UML_NARWHAL_R2_B33",y,Healthy,12_4_2025,12_19_2025,2,Lagoon
234,062024_BEL_CBC_T3_1427_MCAV,179,1_13_2025,36,,,062024,3_14,6/20/24,MCAV,Healthy,UML_NARWHAL_R5_B26,UML_NARWHAL_R2_B15,y,Healthy,12_4_2025,12_19_2025,2,Lagoon
345,112023_BEL_CBC_T1_275_SSID,269,11_13_2024,35,,,112023,1_3,11/14/23,SSID,Bleached_Tissue,UML_NARWHAL_R5_B19,UML_NARWHAL_R2_B12,y,CLP,12_4_2025,12_19_2025,2,CBC30N
11,012024_BEL_CBC_T2_595_PAST,11,2_17_2025,21.8,,,012024,2_63,1/12/24,PAST,Healthy,UML_NARWHAL_R5_B18,UML_NARWHAL_R2_B16,y,Healthy,12_4_2025,12_19_2025,2,SR30N
317,092023_BEL_CBC_T3_182_MCAV,255,11_12_2024,78.4,,,092023,3_21,9/25/23,MCAV,Healthy,UML_NARWHAL_R1_B11,UML_NARWHAL_R2_B12,y,Healthy,12_4_2025,12_19_2025,2,Lagoon
404,122022_BEL_CBC_T2_87_OFAV,313,6_27_2023,62.2,10_11_23,UML_NARWHAL_R6_B1,122022,2_79,12/4/22,OFAV,Healthy,UML_NARWHAL_R1_B4,UML_NARWHAL_R2_B3,y,Healthy,12_4_2025,12_19_2025,2,SR30N
314,092023_BEL_CBC_T3_177_SSID,252,11_12_2024,16.3,,,092023,3_5,9/25/23,SSID,Healthy,UML_NARWHAL_R1_B11,UML_NARWHAL_R2_B12,y,Healthy,12_4_2025,12_19_2025,2,Lagoon
247,062024_BEL_CBC_T4_1473_PSTR,192,1_13_2025,10,,,062024,4_79,6/22/24,PSTR,Healthy,UML_NARWHAL_R5_B26,UML_NARWHAL_R2_B15,y,Healthy,12_4_2025,12_19_2025,2,Curlew
178,062019_BEL_CBC_T1_5_SSID,136,12_2_2024,20.5,,,062019,1_3,6/21/19,SSID,Healthy,UML_NARWHAL_R1_B1,UML_NARWHAL_R2_B14,y,Healthy,12_4_2025,12_19_2025,2,CBC30N
432,122022_BEL_CBC_T4_1_OFAV,333,7_16_2024,44.7,8_6_2024,,122022,4_78,12/5/22,OFAV,Healthy,UML_NARWHAL_R1_B5,UML_NARWHAL_R2_B26,y,Healthy,12_4_2025,12_19_2025,2,Curlew
359,112023_BEL_CBC_T2_314_SSID,283,11_13_2024,65.6,,,112023,2_73,11/14/23,SSID,Bleached_Tissue,UML_NARWHAL_R5_B19,UML_NARWHAL_R2_B12,y,CLB,12_4_2025,12_19_2025,2,SR30N
153,052022_BEL_CBC_T3_15_PSTR,124,6_8_2023,13.3,10_6_2023,UML_NARWHAL_R6_B1,052022,3_20,5/20/22,PSTR,Healthy,Depleted_UML_NARWHAL_R1_B3,UML_NARWHAL_R2_B3,y,Healthy,12_4_2025,12_22_2025,2,Lagoon
285,092023_BEL_CBC_T1_174_MCAV,230,11_8_2024,45.4,,,092023,1_24,9/25/23,MCAV,Bleached_Tissue,UML_NARWHAL_R1_B10,UML_NARWHAL_R2_B12,y,CLP,12_4_2025,12_22_2025,2,CBC30N
485,Negative_2,NA,,,,,    NA,0_0,,Negative,Negative,,,,Negative,NA,NA,0,
24,012024_BEL_CBC_T3_639_OFAV,24,2_20_2025,77.8,,,012024,3_66,1/10/24,OFAV,Healthy,UML_NARWHAL_R5_B18,UML_NARWHAL_R2_B16,y,Healthy,12_4_2025,12_22_2025,3,Lagoon
462,122023_BEL_CBC_T2_520_PAST,353,11_18_2024,5.98,,,122023,2_57,12/15/23,PAST,Bleached_Tissue,UML_NARWHAL_R5_B19,UML_NARWHAL_R2_B13,y,"CLP,CLB",1_7_2026,1_19_2026,3,SR30N
134,052022_BEL_CBC_T2_10_MCAV,112,2022,7.94,10_30_24,UML_NARWHAL_R6_B27,052022,2_60,5/22/22,MCAV,Healthy,Depleted_UML_NARWHAL_R1_B8,"UML_NARWHAL_R2_B32, UML_NARWHAL_R2_B29, UML_NARWHAL_R2_B35",y,Healthy,1_7_2026,1_19_2026,3,SR30N
88,042024_BEL_CBC_T2_1035_SSID,83,11_4_2024,1.14,,,042024,2_99,4/26/24,SSID,Diseased_Margin,UML_NARWHAL_R5_B24,UML_NARWHAL_R2_B11,y,Diseased,1_7_2026,1_19_2026,3,SR30N
166,052022_BEL_CBC_T3_65_OFAV,129,6_21_2023,26.8,10_11_23,UML_NARWHAL_R6_B1,052022,3_39,5/20/22,OFAV,Healthy,UML_NARWHAL_R1_B3,UML_NARWHAL_R2_B3,y,Healthy,1_7_2026,1_19_2026,3,Lagoon
330,092023_BEL_CBC_T4_93_PSTR,261,11_12_2024,31.4,,,092023,4_79,9/26/23,PSTR,Healthy,UML_NARWHAL_R1_B11,UML_NARWHAL_R2_B12,y,Healthy,1_7_2026,1_19_2026,3,Curlew
103,042024_BEL_CBC_T3_959_SSID,95,12_3_2024,21.5,,,042024,3_5,4/25/24,SSID,Healthy,UML_NARWHAL_R5_B24,UML_NARWHAL_R2_B14,y,Healthy,1_7_2026,1_19_2026,3,Lagoon
274,082024_BEL_CBC_T3_1563_SSID,219,1_15_2025,RECHECK,,,082024,3_33,8/24/24,SSID,Healthy,UML_NARWHAL_R5_B27,UML_NARWHAL_R2_B15,y,DC,1_7_2026,1_19_2026,3,Lagoon
410,122022_BEL_CBC_T2_93_OFAV,317,6_27_2023,46.1,10_11_23,UML_NARWHAL_R6_B1,122022,2_76,12/4/22,OFAV,Healthy,Depleted_UML_NARWHAL_R1_B4,UML_NARWHAL_R2_B3,y,Healthy,1_7_2026,1_19_2026,3,SR30N
217,062024_BEL_CBC_T2_1369_SSID,161,9_10_2024,21,,,062024,2_72,6/21/24,SSID,Diseased_Tissue,UML_NARWHAL_R5_B26,UML_NARWHAL_R2_B11,y,Diseased,1_7_2026,1_19_2026,3,SR30N
246,062024_BEL_CBC_T4_1470_PSTR,191,1_13_2025,21.4,,,062024,4_98,6/22/24,PSTR,Healthy,UML_NARWHAL_R5_B26,UML_NARWHAL_R2_B15,y,Healthy,1_7_2026,1_19_2026,3,Curlew
154,052022_BEL_CBC_T3_16_SSID,125,1_15_2025,21,,,052022,3_33,5/20/22,SSID,Healthy,UML_NARWHAL_R1_B3,UML_NARWHAL_R2_B15,y,Healthy,1_7_2026,1_19_2026,3,Lagoon
229,062024_BEL_CBC_T3_1412_MCAV,174,11_4_2024,3.08,,,062024,3_2,6/20/24,MCAV,Diseased_Margin,UML_NARWHAL_R5_B26,UML_NARWHAL_R2_B11,y,Diseased_Other,1_7_2026,1_19_2026,3,Lagoon
348,112023_BEL_CBC_T1_278_PSTR,272,11_13_2024,19.5,,,112023,1_12,11/14/23,PSTR,Bleached_Tissue,UML_NARWHAL_R5_B19,UML_NARWHAL_R2_B12,y,CLP,1_7_2026,1_19_2026,3,CBC30N
394,122022_BEL_CBC_T2_100_PAST,310,8_19_2024,15.6,9_28_2024,UML_NARWHAL_R6_B30,122022,2_63,12/4/22,PAST,Healthy,UML_NARWHAL_R1_B4,"UML_NARWHAL_R2_B29, UML_NARWHAL_R2_B34",y,Healthy,1_7_2026,1_19_2026,3,SR30N
411,122022_BEL_CBC_T2_94_PAST,318,9_11_2024,27.6,10_6_2024,UML_NARWHAL_R6_B30,122022,2_68,12/4/22,PAST,Healthy,UML_NARWHAL_R1_B4,UML_NARWHAL_R2_B29,y,Healthy,1_7_2026,1_19_2026,3,SR30N
202,062019_BEL_CBC_T3_27_SSID,149,12_3_2024,RECHECK,,,062019,3_33,6/23/19,SSID,Healthy,UML_NARWHAL_R1_B1,UML_NARWHAL_R2_B14,y,Healthy,1_7_2026,1_19_2026,3,Lagoon
60,022024_BEL_CBC_T3_852_OFAV,60,11_26_2024,49.5,,,022024,3_39,2/24/24,OFAV,Healthy,UML_NARWHAL_R5_B23,UML_NARWHAL_R2_B13,y,Healthy,1_7_2026,1_19_2026,3,Lagoon
126,052022_BEL_CBC_T1_54_MCAV,107,8_12_2024,0.361,10_6_2024,UML_NARWHAL_R6_B30,052022,1_24,5/21/22,MCAV,Healthy,UML_NARWHAL_R1_B3,UML_NARWHAL_R2_B26,y,Healthy,1_7_2026,1_19_2026,3,CBC30N
458,122023_BEL_CBC_T2_516_MCAV,349,11_18_2024,22.4,,,122023,2_69,12/15/23,MCAV,Healthy,UML_NARWHAL_R5_B19,UML_NARWHAL_R2_B13,y,Healthy,1_7_2026,1_19_2026,3,SR30N
341,102019_BEL_CBC_T3_35_PSTR,266,6_6_2023,30.3,10_4_2023,UML_NARWHAL_R6_B1,102019,3_20,10/14/19,PSTR,Healthy,UML_NARWHAL_R1_B2,UML_NARWHAL_R2_B3,y,Healthy,1_7_2026,1_19_2026,3,Lagoon
50,022024_BEL_CBC_T3_842_MCAV,50,9_10_2024,27,,,022024,3_2,2/24/24,MCAV,Diseased_Tissue,UML_NARWHAL_R5_B23,UML_NARWHAL_R2_B11,y,Diseased_Other,1_7_2026,1_19_2026,3,Lagoon
347,112023_BEL_CBC_T1_277_OFAV_OANN,271,11_13_2024,7.88,,,112023,1_25,11/14/23,OANN,Bleached_Tissue,UML_NARWHAL_R5_B19,UML_NARWHAL_R2_B12,y,CLB,1_7_2026,1_19_2026,3,CBC30N
31,012024_BEL_CBC_T4_667_OFAV,31,2_20_2025,55.8,,,012024,4_78,1/9/24,OFAV,Bleached_Tissue,UML_NARWHAL_R5_B18,UML_NARWHAL_R2_B16,y,CLP,1_7_2026,1_19_2026,3,Curlew
440,122022_BEL_CBC_T4_34_PSTR,336,7_12_2024,3.99,10_16_2024,UML_NARWHAL_R6_B27,122022,4_98,12/5/22,PSTR,Healthy,UML_NARWHAL_R1_B5,UML_NARWHAL_R2_B26,y,Healthy,1_7_2026,1_19_2026,3,Curlew
451,122023_BEL_CBC_T1_509_MCAV,342,11_18_2024,16.4,,,122023,1_24,12/16/23,MCAV,Healthy,UML_NARWHAL_R5_B19,UML_NARWHAL_R2_B13,y,Healthy,1_7_2026,1_19_2026,3,CBC30N
477,122023_BEL_CBC_T3_534_SSID,368,11_19_2024,28.4,,,122023,3_33,12/16/23,SSID,Healthy,UML_NARWHAL_R5_B19,UML_NARWHAL_R2_B13,y,DC,1_7_2026,1_19_2026,3,Lagoon
